Date,Consumption
01/07/2022,226.3788
02/07/2022,189.1188
03/07/2022,188.7462
04/07/2022,226.1034
05/07/2022,228.7764
06/07/2022,222.183
07/07/2022,223.1712
08/07/2022,213.9048
09/07/2022,183.789
10/07/2022,186.3324
11/07/2022,236.1636
12/07/2022,230.1372
13/07/2022,225.018
14/07/2022,218.295
15/07/2022,213.6942
16/07/2022,177.7626
17/07/2022,186.624
18/07/2022,231.9354
19/07/2022,221.535
20/07/2022,222.8958
21/07/2022,237.2328
22/07/2022,227.6262
23/07/2022,184.0482
24/07/2022,176.499
25/07/2022,199.908
26/07/2022,222.6042
27/07/2022,220.0932
28/07/2022,213.5808
29/07/2022,205.6266
30/07/2022,168.4962
31/07/2022,169.29
01/08/2022,206.6958
02/08/2022,198.126
03/08/2022,202.662
04/08/2022,205.2378
05/08/2022,190.7226
06/08/2022,165.6936
07/08/2022,165.2724
08/08/2022,193.1526
09/08/2022,195.3072
10/08/2022,197.2188
11/08/2022,201.2364
12/08/2022,193.7034
13/08/2022,165.5154
14/08/2022,160.8174
15/08/2022,201.4794
16/08/2022,219.2832
17/08/2022,225.1638
18/08/2022,224.208
19/08/2022,212.8194
20/08/2022,169.0146
21/08/2022,182.3958
22/08/2022,223.5114
23/08/2022,221.778
24/08/2022,223.6572
25/08/2022,220.6764
26/08/2022,221.1138
27/08/2022,178.4916
28/08/2022,170.2782
29/08/2022,218.1492
30/08/2022,218.7486
31/08/2022,226.5408
01/09/2022,226.719
02/09/2022,196.7328
03/09/2022,161.109
04/09/2022,165.6774
05/09/2022,222.8634
06/09/2022,213.2892
07/09/2022,220.0122
08/09/2022,211.9284
09/09/2022,218.9268
10/09/2022,181.4886
11/09/2022,185.9436
12/09/2022,220.2228
13/09/2022,225.0342
14/09/2022,229.0356
15/09/2022,212.5926
16/09/2022,204.8652
17/09/2022,183.87
18/09/2022,187.8066
19/09/2022,245.43
20/09/2022,252.639
21/09/2022,255.9114
22/09/2022,251.6022
23/09/2022,236.8926
24/09/2022,192.213
25/09/2022,198.45
26/09/2022,248.2164
27/09/2022,247.536
28/09/2022,260.6094
29/09/2022,258.0822
30/09/2022,242.595
01/10/2022,188.0658
02/10/2022,190.6092
03/10/2022,210.3246
