Date,Consumption
08/01/2017,402.2622
09/01/2017,453.8754
10/01/2017,450.2466
11/01/2017,421.0704
12/01/2017,413.667
13/01/2017,415.368
14/01/2017,376.5042
15/01/2017,393.1254
16/01/2017,477.981
17/01/2017,489.078
18/01/2017,488.5596
19/01/2017,487.0368
20/01/2017,468.1314
21/01/2017,419.9364
22/01/2017,424.2456
23/01/2017,491.8482
24/01/2017,494.019
25/01/2017,489.969
26/01/2017,465.7824
27/01/2017,446.4558
28/01/2017,391.1814
29/01/2017,380.1006
30/01/2017,423.63
31/01/2017,438.7122
01/02/2017,424.7316
02/02/2017,393.9516
03/02/2017,386.4348
04/02/2017,343.2942
05/02/2017,351.5076
06/02/2017,424.7316
07/02/2017,428.976
08/02/2017,446.31
09/02/2017,452.8224
10/02/2017,437.6916
11/02/2017,375.4188
12/02/2017,376.0344
13/02/2017,423.3708
14/02/2017,422.0262
15/02/2017,407.4624
16/02/2017,389.0268
17/02/2017,393.7734
18/02/2017,349.8228
19/02/2017,338.4504
20/02/2017,365.796
21/02/2017,358.9596
22/02/2017,352.593
23/02/2017,360.5634
24/02/2017,379.0638
25/02/2017,330.6906
26/02/2017,310.9752
27/02/2017,347.3118
28/02/2017,369.927
01/03/2017,372.8916
02/03/2017,368.1612
03/03/2017,356.5458
04/03/2017,305.2242
05/03/2017,317.3904
06/03/2017,383.0652
07/03/2017,396.981
08/03/2017,377.1684
09/03/2017,365.3748
10/03/2017,362.394
11/03/2017,320.0634
12/03/2017,316.4832
13/03/2017,369.2466
14/03/2017,356.7564
15/03/2017,355.509
16/03/2017,343.8774
17/03/2017,333.4608
18/03/2017,298.8252
19/03/2017,289.1862
20/03/2017,327.4668
21/03/2017,345.7242
22/03/2017,356.1084
23/03/2017,350.9568
24/03/2017,341.3502
25/03/2017,280.2924
26/03/2017,288.6516
27/03/2017,336.879
28/03/2017,324.0972
29/03/2017,316.9368
30/03/2017,310.2624
31/03/2017,292.3452
01/04/2017,257.6934
02/04/2017,261.225
03/04/2017,316.7262
04/04/2017,319.7394
05/04/2017,314.5392
06/04/2017,323.9838
07/04/2017,311.9796
08/04/2017,269.1954
09/04/2017,257.3532
10/04/2017,299.7162
11/04/2017,317.601
12/04/2017,309.258
13/04/2017,305.6292
14/04/2017,269.6652
15/04/2017,256.8186
16/04/2017,257.5962
17/04/2017,281.7018
18/04/2017,348.9156
19/04/2017,365.9418
20/04/2017,352.0584
21/04/2017,315.8676
22/04/2017,285.1848
23/04/2017,289.3644
24/04/2017,318.6864
25/04/2017,339.1794
26/04/2017,358.1172
27/04/2017,352.431
28/04/2017,336.798
29/04/2017,286.74
30/04/2017,254.7288
01/05/2017,266.7654
02/05/2017,321.4566
03/05/2017,319.9176
04/05/2017,324.5022
05/05/2017,319.626
06/05/2017,269.6166
07/05/2017,264.1572
08/05/2017,319.2696
09/05/2017,326.3328
10/05/2017,317.1474
11/05/2017,297.4158
12/05/2017,286.1892
13/05/2017,245.43
14/05/2017,241.2018
15/05/2017,282.3012
16/05/2017,275.238
17/05/2017,269.4546
18/05/2017,271.2528
19/05/2017,274.1526
20/05/2017,238.4478
21/05/2017,234.5274
22/05/2017,275.5458
23/05/2017,270.9774
24/05/2017,269.7138
25/05/2017,233.5878
26/05/2017,243.5346
27/05/2017,220.3848
28/05/2017,218.4408
29/05/2017,269.7138
30/05/2017,273.618
31/05/2017,272.7756
01/06/2017,273.6342
02/06/2017,262.602
03/06/2017,222.831
04/06/2017,213.8886
05/06/2017,225.0828
06/06/2017,265.3398
07/06/2017,267.219
08/06/2017,272.3706
09/06/2017,269.3574
10/06/2017,228.7116
11/06/2017,223.0092
12/06/2017,264.9024
13/06/2017,274.7682
14/06/2017,268.0938
15/06/2017,246.5802
16/06/2017,251.2296
17/06/2017,230.6394
18/06/2017,229.554
19/06/2017,270.4914
20/06/2017,266.7978
21/06/2017,269.5518
22/06/2017,266.5548
23/06/2017,255.5388
24/06/2017,221.616
25/06/2017,221.6646
26/06/2017,279.369
27/06/2017,281.9124
28/06/2017,281.3616
29/06/2017,282.6414
30/06/2017,263.7684
01/07/2017,233.3772
02/07/2017,231.6438
03/07/2017,274.671
04/07/2017,278.0406
05/07/2017,283.338
06/07/2017,285.6546
07/07/2017,278.397
08/07/2017,233.523
09/07/2017,233.3934
10/07/2017,285.7842
11/07/2017,288.9594
12/07/2017,281.5074
13/07/2017,286.497
14/07/2017,273.9258
15/07/2017,236.2446
16/07/2017,229.8294
17/07/2017,275.5458
18/07/2017,271.5444
19/07/2017,271.3986
20/07/2017,276.3396
21/07/2017,262.1484
22/07/2017,220.887
23/07/2017,220.0122
24/07/2017,270.7344
25/07/2017,267.705
26/07/2017,263.5254
27/07/2017,260.8362
28/07/2017,244.9116
29/07/2017,213.597
30/07/2017,210.276
31/07/2017,252.9144
01/08/2017,255.636
02/08/2017,256.3812
03/08/2017,246.9528
04/08/2017,237.006
05/08/2017,215.298
06/08/2017,217.2258
07/08/2017,248.427
08/08/2017,252.7038
09/08/2017,248.8158
10/08/2017,263.2986
11/08/2017,257.337
12/08/2017,218.9268
13/08/2017,219.2184
14/08/2017,244.7172
15/08/2017,242.7732
16/08/2017,255.474
17/08/2017,254.016
18/08/2017,246.7422
19/08/2017,217.7604
20/08/2017,220.8708
21/08/2017,257.337
22/08/2017,262.926
23/08/2017,264.303
24/08/2017,265.5828
25/08/2017,257.8392
26/08/2017,222.9282
27/08/2017,221.5512
28/08/2017,268.7742
29/08/2017,270.54
30/08/2017,274.347
31/08/2017,287.8416
01/09/2017,280.1142
02/09/2017,241.6068
03/09/2017,240.7482
04/09/2017,287.55
05/09/2017,283.8888
06/09/2017,277.5708
07/09/2017,280.7136
08/09/2017,272.9376
09/09/2017,249.2856
10/09/2017,247.779
11/09/2017,284.4396
12/09/2017,291.357
13/09/2017,289.8504
14/09/2017,302.6484
15/09/2017,304.0254
16/09/2017,271.2366
17/09/2017,273.6828
18/09/2017,331.047
19/09/2017,336.4578
20/09/2017,328.1472
21/09/2017,326.5272
22/09/2017,315.7866
23/09/2017,275.4486
24/09/2017,273.4398
25/09/2017,327.5316
26/09/2017,329.4108
27/09/2017,327.9042
28/09/2017,321.9264
29/09/2017,304.965
30/09/2017,271.0908
01/10/2017,265.5342
02/10/2017,283.176
03/10/2017,283.5972
04/10/2017,319.4316
05/10/2017,321.6024
06/10/2017,326.6082
07/10/2017,285.8328
08/10/2017,288.684
09/10/2017,346.7934
10/10/2017,324.7938
11/10/2017,315.7542
12/10/2017,319.383
13/10/2017,315.9
14/10/2017,274.7682
15/10/2017,273.9258
16/10/2017,314.2314
17/10/2017,327.0294
18/10/2017,341.6094
19/10/2017,336.5712
20/10/2017,322.8822
21/10/2017,281.394
22/10/2017,286.7076
23/10/2017,349.4826
24/10/2017,340.9452
25/10/2017,332.829
26/10/2017,344.2986
27/10/2017,334.7082
28/10/2017,307.7028
29/10/2017,301.2876
30/10/2017,347.7492
31/10/2017,335.8098
01/11/2017,339.8922
02/11/2017,359.7372
03/11/2017,370.1862
04/11/2017,314.604
05/11/2017,331.1442
06/11/2017,413.4888
07/11/2017,412.533
08/11/2017,423.1116
09/11/2017,407.7054
10/11/2017,382.5468
11/11/2017,341.4312
12/11/2017,349.8066
13/11/2017,417.0204
14/11/2017,410.994
15/11/2017,426.8538
16/11/2017,421.2162
17/11/2017,403.1208
18/11/2017,346.4856
19/11/2017,347.8788
20/11/2017,411.9822
21/11/2017,402.3918
22/11/2017,376.9092
23/11/2017,366.2658
24/11/2017,375.1272
25/11/2017,348.4944
26/11/2017,353.8404
27/11/2017,406.6362
28/11/2017,418.9806
29/11/2017,458.1684
30/11/2017,458.8326
01/12/2017,450.8946
02/12/2017,402.4728
03/12/2017,389.7396
04/12/2017,424.4238
05/12/2017,415.0926
06/12/2017,414.6552
07/12/2017,408.807
08/12/2017,416.7288
09/12/2017,387.3096
10/12/2017,381.7044
11/12/2017,426.6108
12/12/2017,433.3338
13/12/2017,420.7302
14/12/2017,422.9496
15/12/2017,429.624
16/12/2017,380.1006
17/12/2017,383.94
18/12/2017,452.142
19/12/2017,452.304
20/12/2017,432.1674
21/12/2017,398.52
22/12/2017,362.1024
23/12/2017,309.8088
24/12/2017,287.5338
25/12/2017,304.7382
26/12/2017,315.252
27/12/2017,347.814
28/12/2017,357.4044
29/12/2017,351.6534
30/12/2017,307.8486
31/12/2017,278.964
01/01/2018,305.937
02/01/2018,365.8932
03/01/2018,368.2746
04/01/2018,372.114
05/01/2018,367.8534
06/01/2018,346.0806
07/01/2018,367.6752
08/01/2018,418.7376
09/01/2018,415.2708
10/01/2018,420.552
11/01/2018,432.4428
12/01/2018,416.8422
13/01/2018,372.0006
14/01/2018,381.429
15/01/2018,416.907
16/01/2018,412.9542
17/01/2018,424.2456
18/01/2018,411.723
19/01/2018,422.334
20/01/2018,380.0844
21/01/2018,379.2582
22/01/2018,418.608
23/01/2018,394.0812
24/01/2018,368.631
25/01/2018,385.5924
26/01/2018,394.5024
27/01/2018,348.3324
28/01/2018,331.0794
29/01/2018,373.8474
30/01/2018,396.7704
31/01/2018,388.1682
01/02/2018,409.0176
02/02/2018,403.0236
03/02/2018,375.4026
04/02/2018,387.0666
05/02/2018,462.591
06/02/2018,474.8706
07/02/2018,473.8014
08/02/2018,467.8722
09/02/2018,440.4294
10/02/2018,382.0284
11/02/2018,372.5028
12/02/2018,422.4312
13/02/2018,436.8492
14/02/2018,434.3868
15/02/2018,423.2412
16/02/2018,409.4064
17/02/2018,377.2008
18/02/2018,376.3908
19/02/2018,442.2762
20/02/2018,448.6428
21/02/2018,447.606
22/02/2018,444.4146
23/02/2018,435.375
24/02/2018,392.2506
25/02/2018,409.9248
26/02/2018,478.8882
27/02/2018,489.645
28/02/2018,483.084
01/03/2018,464.697
02/03/2018,440.964
03/03/2018,389.6262
04/03/2018,362.1348
05/03/2018,387.0828
06/03/2018,403.2018
07/03/2018,400.3992
08/03/2018,382.158
09/03/2018,368.1774
10/03/2018,313.2594
11/03/2018,300.3642
12/03/2018,345.2544
13/03/2018,357.615
14/03/2018,368.2098
15/03/2018,360.3852
16/03/2018,373.1022
17/03/2018,360.936
18/03/2018,374.706
19/03/2018,429.786
20/03/2018,428.8464
21/03/2018,420.228
22/03/2018,413.7804
23/03/2018,397.4184
24/03/2018,325.3122
25/03/2018,328.0662
26/03/2018,389.3346
27/03/2018,379.89
28/03/2018,372.9564
29/03/2018,359.3322
30/03/2018,308.4804
31/03/2018,303.507
01/04/2018,300.5424
02/04/2018,294.6132
03/04/2018,311.9148
04/04/2018,315.2034
05/04/2018,335.4858
06/04/2018,320.8734
07/04/2018,265.9554
08/04/2018,261.9378
09/04/2018,298.9224
10/04/2018,298.6308
11/04/2018,304.398
12/04/2018,295.326
13/04/2018,295.9578
14/04/2018,257.337
15/04/2018,252.315
16/04/2018,293.382
17/04/2018,286.3188
18/04/2018,277.9272
19/04/2018,273.051
20/04/2018,264.8862
21/04/2018,233.0208
22/04/2018,230.0076
23/04/2018,273.4722
24/04/2018,280.7136
25/04/2018,282.123
26/04/2018,300.3642
27/04/2018,286.6104
28/04/2018,249.9498
29/04/2018,241.1694
30/04/2018,263.493
01/05/2018,254.4372
02/05/2018,293.6736
03/05/2018,294.9048
04/05/2018,284.2128
05/05/2018,244.0854
06/05/2018,235.6128
07/05/2018,262.4076
08/05/2018,262.0674
09/05/2018,260.4474
10/05/2018,235.9854
11/05/2018,251.0514
12/05/2018,228.2256
13/05/2018,230.3964
14/05/2018,267.6726
15/05/2018,272.16
16/05/2018,276.0642
17/05/2018,280.1466
18/05/2018,280.0332
19/05/2018,239.0148
20/05/2018,221.1624
21/05/2018,226.6218
22/05/2018,264.2706
23/05/2018,268.7094
24/05/2018,270.1998
25/05/2018,262.3428
26/05/2018,226.5246
27/05/2018,224.4834
28/05/2018,256.608
29/05/2018,261.063
30/05/2018,261.468
31/05/2018,238.2696
01/06/2018,248.832
02/06/2018,230.7528
03/06/2018,229.8132
04/06/2018,263.0556
05/06/2018,272.6784
06/06/2018,267.6402
07/06/2018,271.35
08/06/2018,265.9392
09/06/2018,229.716
10/06/2018,227.2698
11/06/2018,267.2676
12/06/2018,274.509
13/06/2018,275.076
14/06/2018,271.026
15/06/2018,265.9878
16/06/2018,230.526
17/06/2018,230.7042
18/06/2018,267.057
19/06/2018,271.1394
20/06/2018,266.2956
21/06/2018,275.9994
22/06/2018,276.372
23/06/2018,242.8542
24/06/2018,247.455
25/06/2018,280.8432
26/06/2018,279.2718
27/06/2018,270.1674
28/06/2018,270.7506
29/06/2018,261.9216
30/06/2018,232.4052
01/07/2018,233.8956
02/07/2018,265.7448
03/07/2018,271.8036
04/07/2018,275.1084
05/07/2018,274.3308
06/07/2018,264.7728
07/07/2018,228.6468
08/07/2018,231.5466
09/07/2018,270.0216
10/07/2018,281.5398
11/07/2018,284.6178
12/07/2018,280.179
13/07/2018,270.3132
14/07/2018,234.3006
15/07/2018,233.6364
16/07/2018,269.8758
17/07/2018,269.649
18/07/2018,268.6608
19/07/2018,272.5326
20/07/2018,266.7816
21/07/2018,239.3388
22/07/2018,233.7498
23/07/2018,268.7256
24/07/2018,270.5724
25/07/2018,268.1586
26/07/2018,263.0232
27/07/2018,248.1516
28/07/2018,218.6838
29/07/2018,219.9474
30/07/2018,259.3458
31/07/2018,259.524
01/08/2018,265.3398
02/08/2018,264.8214
03/08/2018,253.6758
04/08/2018,224.0784
05/08/2018,224.7426
06/08/2018,260.334
07/08/2018,256.0086
08/08/2018,258.4548
09/08/2018,256.1058
10/08/2018,249.156
11/08/2018,220.5954
12/08/2018,223.1226
13/08/2018,258.4386
14/08/2018,257.8068
15/08/2018,254.097
16/08/2018,257.8068
17/08/2018,258.4062
18/08/2018,228.501
19/08/2018,230.7042
20/08/2018,274.4442
21/08/2018,282.2202
22/08/2018,281.7504
23/08/2018,278.2998
24/08/2018,266.733
25/08/2018,239.517
26/08/2018,235.1106
27/08/2018,269.5518
28/08/2018,291.114
29/08/2018,288.6516
30/08/2018,291.4542
31/08/2018,290.5794
01/09/2018,243.1134
02/09/2018,237.2328
03/09/2018,282.9654
04/09/2018,284.6178
05/09/2018,285.6546
06/09/2018,285.4602
07/09/2018,273.1644
08/09/2018,234.6246
09/09/2018,232.4214
10/09/2018,267.7374
11/09/2018,269.3736
12/09/2018,278.2026
13/09/2018,292.5072
14/09/2018,279.369
15/09/2018,240.5052
16/09/2018,236.7792
17/09/2018,276.2748
18/09/2018,265.437
19/09/2018,268.7094
20/09/2018,268.1424
21/09/2018,263.5092
22/09/2018,247.1958
23/09/2018,251.1
24/09/2018,296.8164
25/09/2018,309.1446
26/09/2018,306.5526
27/09/2018,298.242
28/09/2018,302.3082
29/09/2018,277.8138
30/09/2018,272.3544
01/10/2018,318.6216
02/10/2018,314.6364
03/10/2018,288.5706
04/10/2018,317.925
05/10/2018,303.7338
06/10/2018,263.9628
07/10/2018,272.7594
08/10/2018,324.3726
09/10/2018,328.131
10/10/2018,306.7146
11/10/2018,299.943
12/10/2018,291.4704
13/10/2018,254.34
14/10/2018,256.446
15/10/2018,315.9324
16/10/2018,326.4462
17/10/2018,329.2974
18/10/2018,333.1692
19/10/2018,333.3312
20/10/2018,288.5382
21/10/2018,287.793
22/10/2018,335.0484
23/10/2018,334.5786
24/10/2018,338.013
25/10/2018,338.1426
26/10/2018,334.2708
27/10/2018,329.7996
28/10/2018,323.6922
29/10/2018,366.1848
30/10/2018,357.4692
31/10/2018,352.1394
01/11/2018,336.3282
02/11/2018,351.7992
03/11/2018,322.5744
04/11/2018,316.5966
05/11/2018,365.6502
06/11/2018,363.0258
07/11/2018,363.3012
08/11/2018,372.3894
09/11/2018,354.942
10/11/2018,300.5586
11/11/2018,296.784
12/11/2018,342.2412
13/11/2018,350.73
14/11/2018,382.6764
15/11/2018,392.8986
16/11/2018,374.8194
17/11/2018,344.493
18/11/2018,351.2322
19/11/2018,403.6716
20/11/2018,416.8908
21/11/2018,442.1142
22/11/2018,450.117
23/11/2018,429.3324
24/11/2018,367.6914
25/11/2018,356.7078
26/11/2018,433.4796
27/11/2018,440.1378
28/11/2018,413.4078
29/11/2018,399.1032
30/11/2018,397.6614
01/12/2018,339.795
02/12/2018,324.0324
03/12/2018,362.4588
04/12/2018,405.4698
05/12/2018,414.5256
06/12/2018,386.37
07/12/2018,358.7328
08/12/2018,327.4506
09/12/2018,334.9998
10/12/2018,404.19
11/12/2018,437.4324
12/12/2018,452.466
13/12/2018,457.083
14/12/2018,453.2598
15/12/2018,404.1576
16/12/2018,397.8558
17/12/2018,435.375
18/12/2018,423.6948
19/12/2018,415.6758
20/12/2018,386.451
21/12/2018,346.113
22/12/2018,319.14
23/12/2018,311.3316
24/12/2018,316.4994
25/12/2018,317.8116
26/12/2018,333.5742
27/12/2018,358.4736
28/12/2018,356.5296
29/12/2018,330.237
30/12/2018,317.6334
31/12/2018,306.8442
01/01/2019,313.632
02/01/2019,391.3758
03/01/2019,424.1646
04/01/2019,404.0766
05/01/2019,364.014
06/01/2019,369.441
07/01/2019,411.804
08/01/2019,408.1914
09/01/2019,435.2616
10/01/2019,463.4658
11/01/2019,429.7698
12/01/2019,363.123
13/01/2019,346.9716
14/01/2019,424.2618
15/01/2019,416.8584
16/01/2019,414.2178
17/01/2019,421.443
18/01/2019,451.0728
19/01/2019,408.402
20/01/2019,420.1146
21/01/2019,492.48
22/01/2019,490.7304
23/01/2019,500.7096
24/01/2019,503.3664
25/01/2019,465.3936
26/01/2019,377.7516
27/01/2019,372.0978
28/01/2019,439.2144
29/01/2019,458.7678
30/01/2019,460.323
31/01/2019,456.3216
01/02/2019,441.2232
02/02/2019,391.5702
03/02/2019,397.1106
04/02/2019,437.1894
05/02/2019,452.2878
06/02/2019,438.048
07/02/2019,418.3164
08/02/2019,382.0932
09/02/2019,333.639
10/02/2019,346.7934
11/02/2019,416.4048
12/02/2019,427.0482
13/02/2019,414.9144
14/02/2019,408.4182
15/02/2019,381.3966
16/02/2019,334.2222
17/02/2019,333.3474
18/02/2019,380.295
19/02/2019,383.3244
20/02/2019,384.426
21/02/2019,376.2288
22/02/2019,376.2774
23/02/2019,345.1896
24/02/2019,341.9172
25/02/2019,377.3952
26/02/2019,374.5764
27/02/2019,360.8064
28/02/2019,357.2424
01/03/2019,366.3144
02/03/2019,317.0178
03/03/2019,298.5822
04/03/2019,352.3824
05/03/2019,368.7768
06/03/2019,349.92
07/03/2019,347.3604
08/03/2019,348.867
09/03/2019,304.4466
10/03/2019,319.9338
11/03/2019,388.7838
12/03/2019,367.9344
13/03/2019,368.9226
14/03/2019,373.6692
15/03/2019,348.2514
16/03/2019,307.2492
17/03/2019,312.8058
18/03/2019,379.9224
19/03/2019,391.5864
20/03/2019,373.3452
21/03/2019,359.6562
22/03/2019,342.2088
23/03/2019,301.158
24/03/2019,302.5998
25/03/2019,360.9846
26/03/2019,370.3482
27/03/2019,365.9742
28/03/2019,360.1098
29/03/2019,336.8952
30/03/2019,275.5944
